,created_at,full_text,party,screen_name
866,Mon Jul 16 22:35:34 +0000 2018,"RT @RepStephMurphy: Central Floridians deserve a world-class transportation system that is efficient, safe, and reliable. The I-4 Ultimate…",democrats,RepDarrenSoto
867,Mon Jul 16 21:58:44 +0000 2018,RT @MiFamiliaVota: Our #FL state director Nancy Batista w/ @NancyPelosi &amp; @RepDarrenSoto during the announcement of new #affordablehousing…,democrats,RepDarrenSoto
868,Mon Jul 16 21:24:28 +0000 2018,Trump stands with Putin a murderous Russian dictator who meddled in our last election. Such weakness at a time when we need strength. ⁦@HispanicCaucus⁩ ⁦@USProgressives⁩ #flapol  https://t.co/lKpBgsWdYy,democrats,RepDarrenSoto
869,Mon Jul 16 01:02:01 +0000 2018,RT @JohnCrossman1: Thank you @RepDarrenSoto @DarrenSoto for hosting me and @FAMU_1887 Law School Dean Pernell to meet with @NancyPelosi Gra…,democrats,RepDarrenSoto
870,Sat Jul 14 23:56:17 +0000 2018,"RT @MayorJoseAlvar2: Attended a successful press conference at the Community Hope Center together with Pastor Mary Downey, @NancyPelosi  @R…",democrats,RepDarrenSoto
871,Sat Jul 14 23:21:28 +0000 2018,"Our community is blessed with passionate leaders dedicated to helping those in need. I’m proud to work w/ you on increasing access to affordable housing, healthcare + protecting seniors. 

Thank you Leader @NancyPelosi for visiting &amp; joining our fight to move Central FL forward! https://t.co/oN2D9faHg4",democrats,RepDarrenSoto
872,Sat Jul 14 10:19:17 +0000 2018,RT @oclslibrary: Thank you @RepDarrenSoto for recognizing the library today as a 2018 National Medal recipient. We are so honored to serve…,democrats,RepDarrenSoto
873,Fri Jul 13 21:54:02 +0000 2018,RT @insta_cynthia: Thank you for recognizing @oclslibrary today @RepDarrenSoto. ♥️ We love serving our community!,democrats,RepDarrenSoto
874,Fri Jul 13 20:53:31 +0000 2018,"RT @CHeathWFTV: After @RAsaWFTV &amp; @WFTV revealed the I-4 Ultimate project is almost 250-days behind schedule and $100 million over budget,…",democrats,RepDarrenSoto
875,Fri Jul 13 20:52:23 +0000 2018,"Finally @fema comes forward with revealing report on lack of personnel, supplies, &amp; logistical problems in Puerto Rico disaster relief effort! ⁦⁦@HispanicCaucus⁩ ⁦@Pwr4PuertoRico⁩ 🇺🇸 🇵🇷  https://t.co/KmBrNFnJqm",democrats,RepDarrenSoto
876,Fri Jul 13 15:28:17 +0000 2018,"Seniors are at risk – and the Older Americans Act is helping to protect them. Nutrition services, disease prevention programs, transportation services, job training, + legal services for seniors are all supported by #OAA. We need to keep these programs strong! #OAAturns53",democrats,RepDarrenSoto
877,Fri Jul 13 14:32:07 +0000 2018,RT @RosLehtinen: Thx so much @RepDarrenSoto for your kind words abt our work together to benefit our great state of #Florida. I’m proud 2 a…,democrats,RepDarrenSoto
878,Thu Jul 12 16:37:23 +0000 2018,RIP Nathaniel Reed and thanks for your life’s work of protecting #endangeredspecies #Everglades &amp; other enviro treasures ⁦@theledger⁩ ⁦@orlandosentinel⁩ ⁦@SierraClub⁩ ⁦@LCVoters⁩ ⁦@audubonsociety⁩ ⁦@WWF⁩  https://t.co/mSDHUwiawx,democrats,RepDarrenSoto
879,Wed Jul 11 17:28:53 +0000 2018,"RT @CleanAirMoms: “Who better to lead the charge than Moms?” -@RepDarrenSoto 

#PlayIn4Climate https://t.co/YQBeIGtlg8",democrats,RepDarrenSoto
880,Wed Jul 11 14:39:53 +0000 2018,RT @HACUDC: Thanks to @RepDarrenSoto for speaking this morning with @HACUNews 2018 summer @HNIP interns. #HSIs https://t.co/OybqiE7Gfr,democrats,RepDarrenSoto
881,Wed Jul 11 14:39:46 +0000 2018,"RT @CleanAirMoms: TODAY! We're so excited to welcome:

@BenMonterroso 
@NancyPelosi 
@RepDarrenSoto 
@SenWhitehouse 

and many others to ou…",democrats,RepDarrenSoto
882,Tue Jul 10 01:47:34 +0000 2018,"Trump’s ⁦@USSupremeCourt⁩ pick Kavanaugh would reverse women’s reproductive rights, stifle Russia investigation, quash civil rights &amp; bring America backwards. ⁦@HispanicCaucus⁩ ⁦@USProgressives⁩⁩ #sayfie  https://t.co/WIxd6C4ceY",democrats,RepDarrenSoto
883,Mon Jul 09 19:18:04 +0000 2018,Happy Independence Day to Casa De Venezuela and time to make Venezuela free again! @CaraaCara 🇺🇸 🇻🇪 @HispanicCaucus https://t.co/wN8ykoDXUI,democrats,RepDarrenSoto
884,Sun Jul 08 23:48:33 +0000 2018,Time for @OMBPress to do the right thing! Send report to #Congress for new #Everglades Reservoir &amp; help stop the green slime! #sayfie @HispanicCaucus @HouseDemocrats @MiamiHerald ⁦@SenateDems⁩ ⁦@FLSenateDems⁩  https://t.co/6Cz2AVGS7g,democrats,RepDarrenSoto
885,Sun Jul 08 18:29:42 +0000 2018,RT @rvivian370: @RepDarrenSoto at the National Federation of the Blind in Orlando. @izamontalvonews @YourBarrioFL @al_morales @ElectEricOCC…,democrats,RepDarrenSoto
886,Sun Jul 08 02:22:35 +0000 2018,RT @MandiLannan: Thank you @RepDarrenSoto   For standing with the NFB as we work toward ensuring equality.   #nfb2018,democrats,RepDarrenSoto
887,Sat Jul 07 19:23:26 +0000 2018,RT @rvivian370: @RepDarrenSoto at the Venue for the Transgender Panel &amp; BBQ. @equalityfl @hrc_orlando @GLBTOrlando @citybeautiful @GOALny @…,democrats,RepDarrenSoto
888,Fri Jul 06 22:04:16 +0000 2018,RT @feedhopenow: Members of Congress have a unique ability to help address hunger -- by supporting funding for federal programs like SNAP &amp;…,democrats,RepDarrenSoto
889,Fri Jul 06 01:32:20 +0000 2018,"With #Pruitt “resignation”, let’s remember human #ClimateChangeIsReal &amp; #heatwave records are occurring across our warming planet. #sayfie ⁦@HispanicCaucus⁩⁩ ⁦@LCVoters⁩ ⁦@SierraClub⁩ ⁦@audubonsociety⁩ ⁦@USProgressives⁩ https://t.co/nNBTPkDkso",democrats,RepDarrenSoto
890,Fri Jul 06 00:35:35 +0000 2018,RT @rvivian370: @RepDarrenSoto celebrating Venezuelan Independence Day in Kissimmee. @izamontalvonews @YourBarrioFL @lachicamayra @MiFamili…,democrats,RepDarrenSoto
891,Fri Jul 06 00:34:34 +0000 2018,"RT @SocialWorkItOut: ""The @FloridaProject is real. It refers to a real place and it's in our district."" @YourBarrioFL is speaking with my c…",democrats,RepDarrenSoto
892,Fri Jul 06 00:33:55 +0000 2018,"RT @garywhite13: Davenport woman, wife of retired Marine, seeks ""miracle"" to avert planned deportation Aug. 3. @RepDarrenSoto has filed bil…",democrats,RepDarrenSoto
893,Wed Jul 04 16:11:32 +0000 2018,RT @rvivian370: @RepDarrenSoto at the 4th of July Celebration Parade. @PBCDHC @YourBarrioFL @FDPMoneygirl @TerrieRizzo @izamontalvonews @Mr…,democrats,RepDarrenSoto
894,Wed Jul 04 14:41:48 +0000 2018,"Over 240 yrs ago, our forefathers fought for our independence. We shall never forget their sacrifices and our ideals of freedom, democracy &amp; equality! https://t.co/FHb5iQDhsQ",democrats,RepDarrenSoto
895,Wed Jul 04 12:06:56 +0000 2018,"RT @MiFamiliaVota: Una casa llena! Gracias a todos que nos acompañarnos en nuestro diálogo ""Audiencia Latina en Orlando"" con @RepDarrenSoto…",democrats,RepDarrenSoto
896,Wed Jul 04 01:00:44 +0000 2018,"RT @Juansabinesg: Productivo diálogo con el senador Bill Nelson, US Rep. Darren Soto, Val Demings, Nydia Velázquez y el congresista estatal…",democrats,RepDarrenSoto
897,Wed Jul 04 01:00:02 +0000 2018,"RT @charles_bmc: THREAD: @SenBillNelson , @NydiaVelazquez &amp; @RepDarrenSoto speaking on efforts taken to provide more aid to displaced Puert…",democrats,RepDarrenSoto
898,Wed Jul 04 00:19:46 +0000 2018,"RT @MiFamiliaVota: WATCH LIVE VIA FACEBOOK: Audiencia #Latina en Orlando, #Florida!  @RepDarrenSoto @NydiaVelazquez @SenBillNelson provide…",democrats,RepDarrenSoto
899,Tue Jul 03 19:33:23 +0000 2018,"RT @MiFamiliaVota: Acompañanos HOY! Para una platica sobre inmigración, acceso a seguro médico, la comunidad Puertorriqueña y #Venezolana,…",democrats,RepDarrenSoto
900,Tue Jul 03 19:13:22 +0000 2018,RT @Carl_SBDC: Ready for the Small Business Roundtable hosted by US Rep Darren Soto and US Rep Nydia Velazquez.  Come and learn about Flori…,democrats,RepDarrenSoto
901,Tue Jul 03 17:45:25 +0000 2018,"RT @latinojustice: We won this round, now on to the next one! Between now and July 23rd we, along with our partners, will outline just how…",democrats,RepDarrenSoto
902,Mon Jul 02 22:19:23 +0000 2018,"RT @garywhite13: @SenBillNelson scheduled to join @RepDarrenSoto, Rep. Nydia Velazquez (D-NY) Tuesday at 6 p.m. for ""Latino Town Hall"" at A…",democrats,RepDarrenSoto
903,Mon Jul 02 22:19:15 +0000 2018,"RT @CleanAirMoms_FL: Join the #PlayIn4Climate fun! Wednesday, July 11 in DC, featuring exciting speakers:
 
@SenBooker, @RepCurbelo, @SenMa…",democrats,RepDarrenSoto
904,Mon Jul 02 19:00:46 +0000 2018,"RT @MiFamiliaVota: Lo invitamos a nuestra platica “Audiencia Latina” para que comparta sus preocupaciones sobre inmigración, acceso a segur…",democrats,RepDarrenSoto
905,Mon Jul 02 19:00:09 +0000 2018,"RT @JackieJcolon: 🇺🇸  Florida
NALEO Educational Fund at the Nuestro Futuro Symposium. @NALEO 
Rep @RepAsencio  and @RepDarrenSoto  at the P…",democrats,RepDarrenSoto
906,Mon Jul 02 18:59:50 +0000 2018,RT @ALZIMPACT: Thank you @RepDarrenSoto for cosponsoring the #BOLDAlzheimersAct - Alzheimer’s is a major public health concern and we need…,democrats,RepDarrenSoto
907,Mon Jul 02 16:07:20 +0000 2018,Proud to work with ⁦@SenBillNelson⁩ to fight for PR Evacuees to secure housing as Trump and Scott wash their hands of this crisis. 🇺🇸 🇵🇷 ⁦@HispanicCaucus⁩ ⁦@SenateDems⁩ ⁦@HouseDemocrats⁩ #FlaPol ⁦@SunSentinel⁩  https://t.co/fKt2JvaZDB,democrats,RepDarrenSoto
908,Sun Jul 01 18:49:19 +0000 2018,"RT @CityofKissimmee: Make sure you swing by the Kissimmee Station for the @RideSunRail Train 🚂 Tour, happening until 9 p.m.  We can’t wait…",democrats,RepDarrenSoto
909,Sun Jul 01 17:37:14 +0000 2018,Fighting to keep spouse of local marine veteran in US and recently headed to Homestead Immigrant Detention Center to hold Trump accountable for tearing families apart! #KeepFamiliesTogetherMarch ⁦@HispanicCaucus⁩ #FlaPol  https://t.co/zDbS0ciIBJ,democrats,RepDarrenSoto
910,Sun Jul 01 15:56:25 +0000 2018,RT @monivettec: .@RepDarrenSoto says FEMA told his office this morning that they will be extending the TSA program for Puerto Rican evacuee…,democrats,RepDarrenSoto
911,Sun Jul 01 15:56:02 +0000 2018,Bravo to Judge Leo T. Sorokin for extending TSA Hotel Vouchers until 7/5! Here’s a great ⁦@nytimes⁩ article by ⁦@PatriciaMazzei⁩ about it. #Sayfie  https://t.co/WVX8IhrKq2,democrats,RepDarrenSoto
912,Sun Jul 01 03:12:13 +0000 2018,RT @latinojustice: ::Breaking News:: Puerto Ricans living on Temporary Shelter Assistance (TSA) because of Hurricane Maria will not be evic…,democrats,RepDarrenSoto
913,Sun Jul 01 00:08:26 +0000 2018,RT @NataschaOS: A pleasure to be able to moderate #NuestroFuturoFl panel with @RepDarrenSoto @Annette_Taddeo @david4florida @RepAsencio htt…,democrats,RepDarrenSoto
914,Sat Jun 30 16:15:17 +0000 2018,RT @NuestroFuturoFL: #NuestroFuturoFL Thank You to our panelists! Very important discussion on legislative initiatives and leadership in re…,democrats,RepDarrenSoto
915,Sat Jun 30 16:15:13 +0000 2018,RT @NuestroFuturoFL: #NuestroFuturoFL We’re excited to hear out first panel have a conversation on Puerto Rico @RepDarrenSoto @Annette_Tadd…,democrats,RepDarrenSoto
916,Fri Jun 29 13:25:34 +0000 2018,"We mourn 5 killed in tragic, senseless shooting at ⁦⁦@capgaznews⁩ including Fla favorite son ⁦journalist @RHiaasen⁩ Our prayers go out to victim &amp; their families. #sayfie ⁦@orlandosentinel⁩ ⁦@theledger⁩ ⁦@MiamiHerald⁩  https://t.co/ZgvUpoTGj6",democrats,RepDarrenSoto
917,Thu Jun 28 17:58:09 +0000 2018,"RT @RepKarenBass: More than 2,000 children may never see their families again if the government doesn’t take responsibility for reuniting t…",democrats,RepDarrenSoto
918,Thu Jun 28 13:26:49 +0000 2018,RT @garywhite13: U.S. House unanimously passed bill Monday introduced by @RepDarrenSoto to limit sale of billfish caught by U.S. fishing ve…,democrats,RepDarrenSoto
919,Thu Jun 28 13:26:24 +0000 2018,RT @johngpare: Photo of @johngpare and @RepDarrenSoto. Thank you for your support of the TIME Act and ATAA. We look forward to seeing you a…,democrats,RepDarrenSoto
920,Wed Jun 27 23:03:38 +0000 2018,RT @garywhite13: @RepDennisRoss and @TomRooney voted yes; @RepDarrenSoto voted no. https://t.co/1LGdMMODsS,democrats,RepDarrenSoto
921,Wed Jun 27 21:07:38 +0000 2018,"RT @RepWilson: Thank you, @RepDarrenSoto for standing up for the #ChibokGirls. 112 are still missing and we can't give up until we #BringBa…",democrats,RepDarrenSoto
922,Wed Jun 27 17:30:13 +0000 2018,RT @OceanChampions: House passes ocean champion @RepDarrenSoto's bill to boost #billfish conservation and ensure protections against #shark…,democrats,RepDarrenSoto
923,Wed Jun 27 17:02:48 +0000 2018,"We continue to push for extension of hotel vouchers, leases, etc for Puerto Rico Evacuees as 6/30 deadline looms. Time for ⁦@fema⁩ to do the right thing! ⁦@orlandosentinel⁩ ⁦@theledger⁩ #sayfie  https://t.co/Wxp7BfFpeF",democrats,RepDarrenSoto
924,Wed Jun 27 15:01:25 +0000 2018,#Janus #JanusvAFSCME #JANUSvsAFSCME #JanusvAfscme,democrats,RepDarrenSoto
925,Wed Jun 27 15:00:09 +0000 2018,Another day another injustice by ⁦@USSupremeCourt⁩ on 5-4 decision! Attacking public sector union dues will only hurt middle class &amp; further increase income inequality. ⁦@AFSCME⁩ ⁦@HouseDemocrats⁩ ⁦@HispanicCaucus⁩ ⁦@AFLCIO⁩  https://t.co/n0I3fyDT1k,democrats,RepDarrenSoto
926,Wed Jun 27 14:02:25 +0000 2018,RT @AlzAdvocateFL: Woohoo! @RepDarrenSoto your name showed up as a cosponsor of the #BOLDAlzheimersAct this morning! My intern wanted to th…,democrats,RepDarrenSoto
927,Tue Jun 26 17:40:11 +0000 2018,"The bipartisan Equality Act would provide clear and consistent non-discrimination protections for #LGBTQ people across key areas of life, including employment, housing, federally funded programs, public spaces and services, education, credit and jury service. #EqualityForward https://t.co/gUcukdHrDJ",democrats,RepDarrenSoto
928,Tue Jun 26 17:32:56 +0000 2018,"RT @peoplefor: .@RepDarrenSoto: We know we have no justice at this Supreme Court today, so we must find justice at the polls this November.…",democrats,RepDarrenSoto
929,Tue Jun 26 15:29:44 +0000 2018,"Muslim ban #SCOTUS decision is shameful, endorses discrimination. Religious freedom is a core American value! Just another way Trump admin separates American families &amp; goes against U.S. interests. 

#WeWillNotBeBanned #NoMuslimBanEver",democrats,RepDarrenSoto
930,Tue Jun 26 13:28:37 +0000 2018,"RT @KeepFLFishing: .@ASAFishing president, @gbchughes: “The recreational fishing industry is grateful for the passage of H.R. 4528 by the U…",democrats,RepDarrenSoto
931,Tue Jun 26 01:48:06 +0000 2018,"RT @eilperin: What brings @RepRobBishop and @RepRaulGrijalva together, and prompted @RepDarrenSoto to pose w/ his staff and sportfish photo…",democrats,RepDarrenSoto
932,Mon Jun 25 18:59:24 +0000 2018,"Voting rights are still under attack w/ suppression tactics like gerrymandering, voter ID laws, voter purges, + more. We need change! That's why I'm proud to join over 180 @HouseDemocrats in cosponsoring the Voting Rights Advancement Act-- #ABetterDeal to #ProtecttheVote",democrats,RepDarrenSoto
933,Mon Jun 25 18:59:23 +0000 2018,"Our democracy only works when elections are free, fair &amp; all eligible voters are able to cast a ballot. 5 yrs ago #SCOTUS Shelby County v. Holder decision enacted anti-voter laws, denying millions of Americans voting freedom.  We need action to #RestoreTheVOTE! https://t.co/aGgKG7H18o",democrats,RepDarrenSoto
934,Mon Jun 25 18:02:08 +0000 2018,"Happy Birthday, Justice Sonia Sotomayor! The first Hispanic &amp; third woman to serve on the U.S. Supreme Court. ⚖

Fun fact: my tío (uncle) Lorenzo and Justice Sotomayor helped establish the civil rights organization Latino Justice (former PRLDEF)! @latinojustice #Boricua https://t.co/FVFDedj4t1",democrats,RepDarrenSoto
935,Mon Jun 25 00:27:53 +0000 2018,RT @RepTedDeutch: The Dept of Homeland Security must work expeditiously to reunite the children with their parents. This cruel policy must…,democrats,RepDarrenSoto
936,Sun Jun 24 14:45:24 +0000 2018,"RT @thehill: Manufacturing exec who voted for Trump blames him for layoffs, asks Dems for help https://t.co/982YGqJPLq https://t.co/UhsJK3w…",democrats,RepDarrenSoto
937,Sat Jun 23 19:21:38 +0000 2018,Visited Homestead immigrant facility (2nd largest in US) to see firsthand kids separated from their families due to Trump’s cruel policies. #Sayfie https://t.co/tJilTJUBXM,democrats,RepDarrenSoto
938,Sat Jun 23 10:55:39 +0000 2018,"RT @govtrack: 🔜 H.R. 4528 by @RepDarrenSoto: To make technical amendments to certain marine fish conservation statutes, and for other purpo…",democrats,RepDarrenSoto
939,Fri Jun 22 21:45:23 +0000 2018,Every Central Floridian knows I-4 Traffic. Now there’s a possibility of high speed rail connecting Orlando to Tampa AGAIN. Hope 2nd time is a charm! ⁦⁦@orlandosentinel⁩ ⁦@theledger⁩ ⁦@AllAboardFla⁩ ⁦@OsceolaStarNews⁩ @osceolanews https://t.co/168avpuSX5,democrats,RepDarrenSoto
940,Fri Jun 22 21:19:20 +0000 2018,RT @ORLPartnership: Our VP of Advocacy &amp; Public Policy @SharonSmoley and Orlando community leaders met with federal officials including @Se…,democrats,RepDarrenSoto
941,Fri Jun 22 14:24:52 +0000 2018,Sad choice of apparel by #FLOTUS. I’ll be heading to the Homestead FL CBP facility to visit children separated from families &amp; monitor any cruelty firsthand. Because I really do care. How about you? #WeShouldAllCare https://t.co/GzI4p3XSEu,democrats,RepDarrenSoto
942,Thu Jun 21 18:47:57 +0000 2018,RT @AlzAdvocateFL: Fantastic meeting with one of our greatest Alzheimer’s Congressional Champions @RepDarrenSoto! Thank you for agreeing to…,democrats,RepDarrenSoto
943,Thu Jun 21 18:47:40 +0000 2018,Gov Scott reshuffle of existing debris removal contracts after Irma caused delays and $30M in tax $$$ wasted ⁦@orlandosentinel⁩ ⁦@HispanicCaucus⁩  https://t.co/QBJpiwSrT1,democrats,RepDarrenSoto
944,Thu Jun 21 13:32:51 +0000 2018,Tearing families apart is wrong.  Many issues can be compromised. But there can be no moderation when it comes to justice. There is either the just or unjust. https://t.co/kqi6iOrzoa,democrats,RepDarrenSoto
945,Wed Jun 20 20:45:56 +0000 2018,RT @foodandwater: ICYMI: @RepDarrenSoto of Florida recently signed on as the 35th co-sponsor of the #OffFossilFuels Act. Thank you for join…,democrats,RepDarrenSoto
946,Wed Jun 20 18:36:54 +0000 2018,"President now says he’ll sign “something” to end his inhumane family separation policy. This proves he intentionally deceived Americans when he said he was powerless to help.

 @HouseDemocrats stand together in support of #KeepFamilesTogether Act! https://t.co/ZYCNE0lskl",democrats,RepDarrenSoto
947,Wed Jun 20 17:57:02 +0000 2018,RT @jaygalbraith: Thank you to @DarrenSoto @RepDarrenSoto for mtg with Central Florida leaders to discuss the the vision and future of Publ…,democrats,RepDarrenSoto
948,Wed Jun 20 16:42:37 +0000 2018,"Trump admin immigration policies continue to tear families apart. Our constituent Alejandra, wife of Marine veteran w/ 2 US born children, is being deported. Show support by contacting ICE at: 813-357-7000 
#KeepFamilesTogether 
More via @orlandosentinel →https://t.co/Amoij5Pjvw https://t.co/zM6FAGrlG4",democrats,RepDarrenSoto
949,Wed Jun 20 16:23:10 +0000 2018,"@CaitlynJonesTV I will oppose both @HouseGOP Deportation Bills tomorrow that increase deportations, lower legal immigration &amp; fund Trump’s medieval wall. https://t.co/JI9ySc3J5q",democrats,RepDarrenSoto
950,Wed Jun 20 15:08:36 +0000 2018,"Proud to join @RepJerryNadler, over 190 @HouseDemocrats in cosponsoring #KeepFamiliesTogether Act, legislation to end cruel family separation at US border: 
•Keeps families together
•Increases Child Welfare Training
•Protects Separated Families
Because #FamiliesBelongTogether! https://t.co/E3kfydExwx",democrats,RepDarrenSoto
951,Wed Jun 20 14:43:55 +0000 2018,"RT @AnthonyNBCNews: NEWS: Alejandra Juarez, wife of former US Marine facing deportation, has date of removal pushed back to August 3rd. Ale…",democrats,RepDarrenSoto
952,Tue Jun 19 23:57:30 +0000 2018,"Great news: 2 new Customs &amp; Border Protection officers assigned to @MCO! 
→ critical for public safety
→ improves travel experience
→ shorter wait time in peak Central FL travel season
Proud to work w @RepValDemings, @RepStephMurphy on these efforts. #FlaPol",democrats,RepDarrenSoto
953,Tue Jun 19 22:51:45 +0000 2018,"“Juneteenth is not just about slavery—it’s about freedom. When you focus on freedom, it’s about everybody.”

Proud to join @JacksonLeeTX18 co-sponsoring resolution in observance of #Juneteenth2018 and to honor African-American freedom from slavery. https://t.co/iMc5CS8X4j",democrats,RepDarrenSoto
954,Tue Jun 19 21:18:53 +0000 2018,RT @AlzAdvocateFL: Once again @RepDarrenSoto you have inspired us with your dedication to the @alzassociation! Honored that you have agreed…,democrats,RepDarrenSoto
955,Tue Jun 19 17:29:03 +0000 2018,"RT @SamanthaJoRoth: On Capitol Hill, a growing number of lawmakers continue to urge the administration to end family separations, including…",democrats,RepDarrenSoto
956,Tue Jun 19 16:42:18 +0000 2018,"Standing with our nation’s leading civil rights + social justice advocates calling on Trump admin to end cruel family separation policy. 

We must be the voice for these innocent children! 
#FamiliesBelongTogether #KeepFamiliesTogether #Sayfie https://t.co/3xJPqaFszk",democrats,RepDarrenSoto
957,Tue Jun 19 16:17:17 +0000 2018,RT @civilrightsorg: .@RepDarrenSoto to @realDonaldTrump: Stop tearing apart families and holding these children hostage to build your medie…,democrats,RepDarrenSoto
958,Tue Jun 19 14:41:36 +0000 2018,Tune in LIVE on Facebook at 11:00am  👉🏽https://t.co/0bTSyxhRmr  #KeepFamiliesTogether https://t.co/S2CyzBOgmi,democrats,RepDarrenSoto
959,Mon Jun 18 21:58:59 +0000 2018,"My thoughts on Trump admin #FamilySeparation policy: 

#KeepFamiliesTogether #Sayfie https://t.co/UxCQooJ2H1",democrats,RepDarrenSoto
960,Mon Jun 18 14:34:46 +0000 2018,"I join FL Dem colleagues in support of protections for those with pre-existing conditions &amp; urge expansion of Medicaid coverage to 800,000 Floridians who desperately need it! #ProtectOurCare https://t.co/u2XuNkcZoZ",democrats,RepDarrenSoto
961,Mon Jun 18 13:43:25 +0000 2018,"RT @FLBoysState: Thank you @SenBillNelson, @RepDarrenSoto (FALBS alum), Sen. @marcorubio, and Congressman @CharlieCrist (past Governor and…",democrats,RepDarrenSoto
962,Mon Jun 18 13:35:03 +0000 2018,"Proud to join @RepMaloney, @NancyPelosi and Dem colleagues on both chambers in efforts to stop the addition of a citizenship question to #2020Census – inaccurate count affects funding + resources for all! #EveryoneCounts https://t.co/isasu1PreV",democrats,RepDarrenSoto
963,Sun Jun 17 15:15:26 +0000 2018,Happy #FathersDay everyone and thanks to my dad Lou and all our dads helping raise America’s future! #Sayfie https://t.co/EEl0tHYbVe,democrats,RepDarrenSoto
964,Sat Jun 16 19:46:30 +0000 2018,"RT @Hispafam: #Hispafam was glad to be part of @RepDarrenSoto Community Resource Fair!

¡Nos alegramos de ser parte de la Feria de Recursos…",democrats,RepDarrenSoto
965,Fri Jun 15 20:34:20 +0000 2018,Major win today for Fla environment as judge rules Land Conservation Amend funds must be used for purchasing sensitive lands! #Sayfie ⁦@FCVoters⁩ ⁦@SierraClubFL⁩ ⁦@SierraClub⁩ @audubonsociety⁩ ⁦@AudubonFL⁩ ⁦@floridaliki⁩  https://t.co/do6jQotG0q,democrats,RepDarrenSoto
966,Fri Jun 15 15:56:35 +0000 2018,Great to hang with my good friend ⁦@SenatorAbruzzo at Congressional Baseball Game last night. Go Dems! https://t.co/Tih0YT05Tv,democrats,RepDarrenSoto
967,Fri Jun 15 14:41:29 +0000 2018,RT @CWA3108: Meeting with @DarrenSoto in the Capital! https://t.co/punCZrWdkm,democrats,RepDarrenSoto
968,Fri Jun 15 14:00:11 +0000 2018,RT @RepRaskin: Thanks to free press champions of both parties standing up for the First Amendment by signing onto our shield law bill: @Rep…,democrats,RepDarrenSoto
969,Thu Jun 14 18:11:15 +0000 2018,.@realDonaldTrump salutes our enemies &amp; attacks our allies. Meanwhile I met w @Canada about avoiding #TrumpsTradeWar @HouseNewDems @HispanicCaucus #Sayfie https://t.co/wJZexbm0dt,democrats,RepDarrenSoto
970,Thu Jun 14 17:24:35 +0000 2018,"RT @HouseNewDems: .@RepDarrenSoto recently brought another victory for #conservationgoals 🦈🐟 
Now,the Billfish Conservation Act (2012) &amp; th…",democrats,RepDarrenSoto
971,Thu Jun 14 16:24:54 +0000 2018,RT @EnvFL: Thank you to @RepDarrenSoto for speaking up today against a bill that would force states to PAY to stop drilling off their coast…,democrats,RepDarrenSoto
972,Thu Jun 14 14:59:46 +0000 2018,RT @FloridaHouseDC: Thank you so much to @RepDarrenSoto for joining us this morning at the Intern Seminar Series! https://t.co/xMI0ruBgSi,democrats,RepDarrenSoto
973,Thu Jun 14 14:01:43 +0000 2018,RT @NataschaOS: That's right @RepDarrenSoto! Great news for Florida with two possible cities for #WorldCup2026 #WorldCup https://t.co/xvIx6…,democrats,RepDarrenSoto
974,Thu Jun 14 13:43:22 +0000 2018,RT @FIUdc: Early morning southern hospitality @FloridaHouseDC for their Intern seminar series featuring @RepDarrenSoto sharing inspiring st…,democrats,RepDarrenSoto
975,Thu Jun 14 13:40:56 +0000 2018,RT @CGRShastings: Thank you @RepDarrenSoto for standing with our client and all survivors of domestic violence and gang violence who turn t…,democrats,RepDarrenSoto
976,Thu Jun 14 13:40:43 +0000 2018,RT @fllgbtadems: .@RepDarrenSoto reads Pulse survivor Chris Hansen's @OrlandoWeekly oped on the House floor last night #fllgbtadems @Pride_…,democrats,RepDarrenSoto
977,Thu Jun 14 13:38:49 +0000 2018,"RT @QLatinx: @RepDarrenSoto speaking about the work of QLatinx, @thedruproject, and #HonorThemWithAction on the floor of the US House of Re…",democrats,RepDarrenSoto
978,Wed Jun 13 16:25:52 +0000 2018,"Trump admin, Sessions’ decision to deny asylum for vulnerable victims of domestic &amp; gang violence is heartless! Mostly women + children lives are at stake — they deserve our help. 

Wearing #PurpleRibbon as symbol of decidation to end domestic violence. https://t.co/RtlTmaN4X6",democrats,RepDarrenSoto
979,Wed Jun 13 14:38:48 +0000 2018,Orlando is ready to welcome the world in 2026!! ONE NATION. ONE TEAM #WorldCup #United2026 https://t.co/SuG1Qq4PjF,democrats,RepDarrenSoto
980,Tue Jun 12 20:01:16 +0000 2018,"RT @DemsEspanol: Hace dos años, 49 vidas fueron arrebatadas y muchas otras destruidas por el ataque contra la comunidad LGBTQ en el club no…",democrats,RepDarrenSoto
981,Tue Jun 12 18:32:16 +0000 2018,"On this 2nd Pulse Remembrance, we also mourn 4 children killed by tragic gun violence &amp; pray for recovery of Ofc Kevin Valencia 🕊 ⁦@OrlandoPolice⁩ ⁦@citybeautiful⁩  https://t.co/hhVWYC0794",democrats,RepDarrenSoto
982,Tue Jun 12 13:01:34 +0000 2018,We remember and honor the 49 fallen and 68 injured 2 years ago today at #Pulse Shooting. Our community showed its resiliency and strength in the face of adversity. We remain #OrlandoStrong! #PRIDE #NeverAgain https://t.co/IPwf7hHwDY,democrats,RepDarrenSoto
